text,label,category,target,source,char_length,word_count,digit_count,has_url,has_phone
Yep. I do like the pink furniture tho.,safe,Standard SMS,0,UCI SMS Spam Collection,38,8,0,0,0
Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,scam,SMS Spam,1,UCI SMS Spam Collection,109,6,19,1,0
"Customer place, i wil cal u sir.",safe,Standard SMS,0,UCI SMS Spam Collection,32,7,0,0,0
"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg Â£1.50",scam,SMS Spam,1,UCI SMS Spam Collection,107,22,3,0,0
A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),safe,Standard SMS,0,UCI SMS Spam Collection,198,34,0,0,0
"THATÂS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONÂT WORRY.C U L8TR HUN!LOVE Yaxxx",safe,Standard SMS,0,UCI SMS Spam Collection,104,18,1,0,0
"Theoretically yeah, he could be able to come",safe,Standard SMS,0,UCI SMS Spam Collection,44,8,0,0,0
"Alright we're hooked up, where you guys at",safe,Standard SMS,0,UCI SMS Spam Collection,42,8,0,0,0
"not that I know of, most people up here are still out of town",safe,Standard SMS,0,UCI SMS Spam Collection,61,14,0,0,0
No let me do the math. Your not good at it.,safe,Standard SMS,0,UCI SMS Spam Collection,43,11,0,0,0
Oh ok wait 4 me there... My lect havent finish,safe,Standard SMS,0,UCI SMS Spam Collection,46,10,1,0,0
Yeah my usual guy's out of town but there're definitely people around I know,safe,Standard SMS,0,UCI SMS Spam Collection,76,14,0,0,0
I am joining today formally.Pls keep praying.will talk later.,safe,Standard SMS,0,UCI SMS Spam Collection,61,9,0,0,0
"Happy or sad , one thing about past is- ""Its no more"" GOOD MORNING :-):-).",safe,Standard SMS,0,UCI SMS Spam Collection,74,15,0,0,0
No. Did you multimedia message them or e-mail?,safe,Standard SMS,0,UCI SMS Spam Collection,46,8,0,0,0
Okie but i scared u say i fat... Then u dun wan me already...,safe,Standard SMS,0,UCI SMS Spam Collection,61,14,0,0,0
did u get that message,safe,Standard SMS,0,UCI SMS Spam Collection,22,5,0,0,0
"Sorry sir, i will call you tomorrow.  senthil.hsbc",safe,Standard SMS,0,UCI SMS Spam Collection,50,8,0,0,0
What you need. You have a person to give na.,safe,Standard SMS,0,UCI SMS Spam Collection,44,10,0,0,0
She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,safe,Standard SMS,0,UCI SMS Spam Collection,257,46,0,0,0
Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,safe,Standard SMS,0,UCI SMS Spam Collection,159,39,0,0,0
"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight",safe,Standard SMS,0,UCI SMS Spam Collection,95,19,1,0,0
A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,scam,SMS Spam,1,UCI SMS Spam Collection,96,13,7,1,0
Like a personal sized or what,safe,Standard SMS,0,UCI SMS Spam Collection,29,6,0,0,0
"Same, I'm at my great aunts anniversary party in tarpon springs",safe,Standard SMS,0,UCI SMS Spam Collection,63,11,0,0,0
Cab is available.they pick up and drop at door steps.,safe,Standard SMS,0,UCI SMS Spam Collection,53,10,0,0,0
ok....take care.umma to you too...,safe,Standard SMS,0,UCI SMS Spam Collection,34,5,0,0,0
Unlimited texts. Limited minutes.,safe,Standard SMS,0,UCI SMS Spam Collection,33,4,0,0,0
"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",scam,SMS Spam,1,UCI SMS Spam Collection,151,22,18,0,1
No problem. We will be spending a lot of quality time together...,safe,Standard SMS,0,UCI SMS Spam Collection,65,12,0,0,0
URGENT This is our 2nd attempt to contact U. Your Â£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,scam,SMS Spam,1,UCI SMS Spam Collection,151,24,23,0,1
Have you heard from this week?,safe,Standard SMS,0,UCI SMS Spam Collection,30,6,0,0,0
Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,scam,SMS Spam,1,UCI SMS Spam Collection,153,26,24,0,1
Yes. Last  practice,safe,Standard SMS,0,UCI SMS Spam Collection,19,3,0,0,0
tells u 2 call 09066358152 to claim Â£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,scam,SMS Spam,1,UCI SMS Spam Collection,121,23,17,0,1
No. Thank you. You've been wonderful,safe,Standard SMS,0,UCI SMS Spam Collection,36,6,0,0,0
Ã mean it's confirmed... I tot they juz say oni... Ok then...,safe,Standard SMS,0,UCI SMS Spam Collection,62,12,0,0,0
That depends. How would you like to be treated? :),safe,Standard SMS,0,UCI SMS Spam Collection,50,10,0,0,0
"Right on brah, see you later",safe,Standard SMS,0,UCI SMS Spam Collection,28,6,0,0,0
Waiting in e car 4 my mum lor. U leh? Reach home already?,safe,Standard SMS,0,UCI SMS Spam Collection,57,13,1,0,0
Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,scam,SMS Spam,1,UCI SMS Spam Collection,128,18,26,0,1
Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,scam,SMS Spam,1,UCI SMS Spam Collection,145,24,14,0,1
Went fast asleep dear.take care.,safe,Standard SMS,0,UCI SMS Spam Collection,32,5,0,0,0
No that just means you have a fat head,safe,Standard SMS,0,UCI SMS Spam Collection,38,9,0,0,0
Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!,safe,Standard SMS,0,UCI SMS Spam Collection,86,16,0,0,0
Serious? What like proper tongued her,safe,Standard SMS,0,UCI SMS Spam Collection,37,6,0,0,0
She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,safe,Standard SMS,0,UCI SMS Spam Collection,116,23,0,0,0
How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,safe,Standard SMS,0,UCI SMS Spam Collection,77,15,0,0,0
Yeah whatever lol,safe,Standard SMS,0,UCI SMS Spam Collection,17,3,0,0,0
Ard 530 lor. I ok then message Ã¼ lor.,safe,Standard SMS,0,UCI SMS Spam Collection,38,9,3,0,0
Ok. C u then.,safe,Standard SMS,0,UCI SMS Spam Collection,13,4,0,0,0
Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,safe,Standard SMS,0,UCI SMS Spam Collection,88,21,0,0,0
No need to ke qi... Ã too bored izzit y suddenly thk of this...,safe,Standard SMS,0,UCI SMS Spam Collection,64,14,0,0,0
I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,safe,Standard SMS,0,UCI SMS Spam Collection,205,40,0,0,0
FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for Â£3/wk,scam,SMS Spam,1,UCI SMS Spam Collection,158,28,9,0,0
"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",safe,Standard SMS,0,UCI SMS Spam Collection,78,16,0,0,0
Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,safe,Standard SMS,0,UCI SMS Spam Collection,121,26,0,0,0
How? Izzit still raining?,safe,Standard SMS,0,UCI SMS Spam Collection,25,4,0,0,0
As if i wasn't having enough trouble sleeping.,safe,Standard SMS,0,UCI SMS Spam Collection,46,8,0,0,0
I havent add Ã¼ yet right..,safe,Standard SMS,0,UCI SMS Spam Collection,27,6,0,0,0
Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*,safe,Standard SMS,0,UCI SMS Spam Collection,126,24,0,0,0
Babe ? I lost you ... Will you try rebooting ?,safe,Standard SMS,0,UCI SMS Spam Collection,46,11,0,0,0
Yes. Nigh you cant aha.,safe,Standard SMS,0,UCI SMS Spam Collection,23,5,0,0,0
I thk Ã¼ gotta go home by urself. Cos i'll b going out shopping 4 my frens present.,safe,Standard SMS,0,UCI SMS Spam Collection,83,18,1,0,0
Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,safe,Standard SMS,0,UCI SMS Spam Collection,72,13,0,0,0
Sos! Any amount i can get pls.,safe,Standard SMS,0,UCI SMS Spam Collection,30,7,0,0,0
"Playin space poker, u?",safe,Standard SMS,0,UCI SMS Spam Collection,22,4,0,0,0
How come guoyang go n tell her? Then u told her?,safe,Standard SMS,0,UCI SMS Spam Collection,48,11,0,0,0
You need to get up. Now.,safe,Standard SMS,0,UCI SMS Spam Collection,24,6,0,0,0
They r giving a second chance to rahul dengra.,safe,Standard SMS,0,UCI SMS Spam Collection,46,9,0,0,0
"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",safe,Standard SMS,0,UCI SMS Spam Collection,86,18,0,0,0
WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,safe,Standard SMS,0,UCI SMS Spam Collection,158,27,0,0,0
Y Ã¼ wan to go there? C doctor?,safe,Standard SMS,0,UCI SMS Spam Collection,31,8,0,0,0
Does daddy have a bb now.,safe,Standard SMS,0,UCI SMS Spam Collection,25,6,0,0,0
"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!",scam,SMS Spam,1,UCI SMS Spam Collection,100,17,0,0,0
She's borderline but yeah whatever.,safe,Standard SMS,0,UCI SMS Spam Collection,35,5,0,0,0
"Until 545 lor... Ya, can go 4 dinner together...",safe,Standard SMS,0,UCI SMS Spam Collection,48,9,4,0,0
I will be gentle princess! We will make sweet gentle love...,safe,Standard SMS,0,UCI SMS Spam Collection,60,11,0,0,0
How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,safe,Standard SMS,0,UCI SMS Spam Collection,97,24,0,0,0
"Sorry, went to bed early, nightnight",safe,Standard SMS,0,UCI SMS Spam Collection,36,6,0,0,0
I like to think there's always the possibility of being in a pub later.,safe,Standard SMS,0,UCI SMS Spam Collection,71,14,0,0,0
HMM yeah if your not too grooved out! And im looking forward to my pound special :),safe,Standard SMS,0,UCI SMS Spam Collection,83,17,0,0,0
I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,safe,Standard SMS,0,UCI SMS Spam Collection,153,34,2,0,0
Hi dude hw r u da realy mising u today,safe,Standard SMS,0,UCI SMS Spam Collection,38,10,0,0,0
Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...,safe,Standard SMS,0,UCI SMS Spam Collection,81,18,0,0,0
Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,scam,SMS Spam,1,UCI SMS Spam Collection,114,22,11,0,0
I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,safe,Standard SMS,0,UCI SMS Spam Collection,94,20,0,0,0
I knew it... U slept v late yest? Wake up so late...,safe,Standard SMS,0,UCI SMS Spam Collection,52,12,0,0,0
Haha... dont be angry with yourself... Take it as a practice for the real thing. =),safe,Standard SMS,0,UCI SMS Spam Collection,83,16,0,0,0
Where is that one day training:-),safe,Standard SMS,0,UCI SMS Spam Collection,33,6,0,0,0
So i could kiss and feel you next to me...,safe,Standard SMS,0,UCI SMS Spam Collection,42,10,0,0,0
Have a nice day my dear.,safe,Standard SMS,0,UCI SMS Spam Collection,24,6,0,0,0
I sent lanre fakeye's Eckankar details to the mail box,safe,Standard SMS,0,UCI SMS Spam Collection,54,10,0,0,0
Your dad is back in ph?,safe,Standard SMS,0,UCI SMS Spam Collection,23,6,0,0,0
"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",scam,SMS Spam,1,UCI SMS Spam Collection,137,23,19,0,1
If you ask her or she say any please message.,safe,Standard SMS,0,UCI SMS Spam Collection,45,10,0,0,0
"If e timing can, then i go w u lor...",safe,Standard SMS,0,UCI SMS Spam Collection,37,10,0,0,0
I was just callin to say hi. Take care bruv!,safe,Standard SMS,0,UCI SMS Spam Collection,44,10,0,0,0
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a Â£150 prize. To collect is easy. Just call 09061743386,scam,SMS Spam,1,UCI SMS Spam Collection,135,25,14,0,1
Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,safe,Standard SMS,0,UCI SMS Spam Collection,73,15,0,0,0
Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,safe,Standard SMS,0,UCI SMS Spam Collection,202,39,0,0,0
"That's the trouble with classes that go well - you're due a dodgey one â¦ Expecting mine tomo! See you for recovery, same time, same place",safe,Standard SMS,0,UCI SMS Spam Collection,139,26,0,0,0
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,scam,SMS Spam,1,UCI SMS Spam Collection,146,24,24,0,1
WOT U UP 2 J?,safe,Standard SMS,0,UCI SMS Spam Collection,13,5,1,0,0
"Night night, see you tomorrow",safe,Standard SMS,0,UCI SMS Spam Collection,29,5,0,0,0
Roger that. Weâre probably going to rem in about 20,safe,Standard SMS,0,UCI SMS Spam Collection,53,10,2,0,0
do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,safe,Standard SMS,0,UCI SMS Spam Collection,132,18,0,0,0
I wish u were here. I feel so alone,safe,Standard SMS,0,UCI SMS Spam Collection,35,9,0,0,0
Reason is if the team budget is available at last they buy the unsold players for at base rate..,safe,Standard SMS,0,UCI SMS Spam Collection,96,19,0,0,0
CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,safe,Standard SMS,0,UCI SMS Spam Collection,73,14,1,0,0
ringtoneking 84484,scam,SMS Spam,1,UCI SMS Spam Collection,18,2,5,0,0
Huh i cant thk of more oredi how many pages do we have?,safe,Standard SMS,0,UCI SMS Spam Collection,55,13,0,0,0
His frens go then he in lor. Not alone wif my mum n sis lor.,safe,Standard SMS,0,UCI SMS Spam Collection,60,15,0,0,0
Nationwide auto centre (or something like that) on Newport road. I liked them there,safe,Standard SMS,0,UCI SMS Spam Collection,83,14,0,0,0
"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",safe,Standard SMS,0,UCI SMS Spam Collection,111,24,0,0,0
"Whatever, juliana. Do whatever you want.",safe,Standard SMS,0,UCI SMS Spam Collection,40,6,0,0,0
Ringtone Club: Gr8 new polys direct to your mobile every week !,scam,SMS Spam,1,UCI SMS Spam Collection,63,12,1,0,0
"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",safe,Standard SMS,0,UCI SMS Spam Collection,104,22,0,0,0
Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,safe,Standard SMS,0,UCI SMS Spam Collection,133,30,2,0,0
(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,scam,SMS Spam,1,UCI SMS Spam Collection,137,22,6,0,0
"Dizzamn, aight I'll ask my suitemates when I get back",safe,Standard SMS,0,UCI SMS Spam Collection,53,10,0,0,0
"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",safe,Standard SMS,0,UCI SMS Spam Collection,70,12,0,0,0
I love to cuddle! I want to hold you in my strong arms right now...,safe,Standard SMS,0,UCI SMS Spam Collection,67,15,0,0,0
R u in this continent?,safe,Standard SMS,0,UCI SMS Spam Collection,22,5,0,0,0
We'll you pay over like  &lt;#&gt; yrs so its not too difficult,safe,Standard SMS,0,UCI SMS Spam Collection,63,12,0,0,0
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,scam,SMS Spam,1,UCI SMS Spam Collection,95,13,13,0,0
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,scam,SMS Spam,1,UCI SMS Spam Collection,143,28,14,0,1
K...k...when will you give treat?,safe,Standard SMS,0,UCI SMS Spam Collection,33,5,0,0,0
"This is the 2nd time we have tried to contact u. U have won the Â£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",scam,SMS Spam,1,UCI SMS Spam Collection,159,30,19,0,0
He's just gonna worry for nothing. And he won't give you money its no use.,safe,Standard SMS,0,UCI SMS Spam Collection,74,15,0,0,0
Did you get any gift? This year i didnt get anything. So bad,safe,Standard SMS,0,UCI SMS Spam Collection,60,13,0,0,0
Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,safe,Standard SMS,0,UCI SMS Spam Collection,220,41,0,0,0
", ow u dey.i paid 60,400thousad.i told  u would call .",safe,Standard SMS,0,UCI SMS Spam Collection,54,11,5,0,0
IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,safe,Standard SMS,0,UCI SMS Spam Collection,127,25,2,0,0
I'm reaching home in 5 min.,safe,Standard SMS,0,UCI SMS Spam Collection,27,6,1,0,0
"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",safe,Standard SMS,0,UCI SMS Spam Collection,162,34,0,0,0
Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel,safe,Standard SMS,0,UCI SMS Spam Collection,111,21,0,0,0
Discussed with your mother ah?,safe,Standard SMS,0,UCI SMS Spam Collection,30,5,0,0,0
"Sorry, I can't text &amp; drive coherently, see you in twenty",safe,Standard SMS,0,UCI SMS Spam Collection,61,11,0,0,0
You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,scam,SMS Spam,1,UCI SMS Spam Collection,73,12,0,0,0
In which place i can get rooms cheap:-),safe,Standard SMS,0,UCI SMS Spam Collection,39,8,0,0,0
Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,safe,Standard SMS,0,UCI SMS Spam Collection,103,20,1,0,0
GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI,safe,Standard SMS,0,UCI SMS Spam Collection,44,7,0,0,0
"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at Â£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",scam,SMS Spam,1,UCI SMS Spam Collection,159,29,23,0,1
University of southern california.,safe,Standard SMS,0,UCI SMS Spam Collection,34,4,0,0,0
We have to pick rayan macleran there.,safe,Standard SMS,0,UCI SMS Spam Collection,37,7,0,0,0
U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,safe,Standard SMS,0,UCI SMS Spam Collection,89,20,1,0,0
Well. Balls. Time to make calls,safe,Standard SMS,0,UCI SMS Spam Collection,31,6,0,0,0
Wat time Ã¼ wan today?,safe,Standard SMS,0,UCI SMS Spam Collection,22,5,0,0,0
&lt;#&gt;  in mca. But not conform.,safe,Standard SMS,0,UCI SMS Spam Collection,35,6,0,0,0
Oh ok.. Wat's ur email?,safe,Standard SMS,0,UCI SMS Spam Collection,23,5,0,0,0
"Yes, princess. Are you going to make me moan?",safe,Standard SMS,0,UCI SMS Spam Collection,45,9,0,0,0
Lol its ok I didn't remember til last nite,safe,Standard SMS,0,UCI SMS Spam Collection,42,9,0,0,0
"[â¦] anyway, many good evenings to u! s",safe,Standard SMS,0,UCI SMS Spam Collection,40,8,0,0,0
"Cool, I'll text you in a few",safe,Standard SMS,0,UCI SMS Spam Collection,28,7,0,0,0
"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",safe,Standard SMS,0,UCI SMS Spam Collection,84,14,0,0,0
I'm very happy for you babe ! Woo hoo party on dude!,safe,Standard SMS,0,UCI SMS Spam Collection,52,12,0,0,0
I am taking you for italian food. How about a pretty dress with no panties? :),safe,Standard SMS,0,UCI SMS Spam Collection,78,16,0,0,0
Wot u up 2? Thout u were gonna call me!! Txt bak luv K,safe,Standard SMS,0,UCI SMS Spam Collection,54,14,1,0,0
YOU ARE CHOSEN TO RECEIVE A Â£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,scam,SMS Spam,1,UCI SMS Spam Collection,159,28,14,0,1
How are you holding up?,safe,Standard SMS,0,UCI SMS Spam Collection,23,5,0,0,0
Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please....,safe,Standard SMS,0,UCI SMS Spam Collection,92,16,0,0,0
Hope you are not scared!,safe,Standard SMS,0,UCI SMS Spam Collection,24,5,0,0,0
I'm at home n ready...,safe,Standard SMS,0,UCI SMS Spam Collection,22,5,0,0,0
What time do u get out?,safe,Standard SMS,0,UCI SMS Spam Collection,23,6,0,0,0
I am literally in bed and have been up for like  &lt;#&gt;  hours,safe,Standard SMS,0,UCI SMS Spam Collection,65,13,0,0,0
"Yes, my reg is  Ciao!",safe,Standard SMS,0,UCI SMS Spam Collection,21,5,0,0,0
If You mean the website. Yes.,safe,Standard SMS,0,UCI SMS Spam Collection,29,6,0,0,0
Win a Â£1000 cash prize or a prize worth Â£5000,scam,SMS Spam,1,UCI SMS Spam Collection,47,10,8,0,0
"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",scam,SMS Spam,1,UCI SMS Spam Collection,156,23,16,0,1
Lol or I could just starve and lose a pound by the end of the day.,safe,Standard SMS,0,UCI SMS Spam Collection,66,16,0,0,0
Yeah that's the impression I got,safe,Standard SMS,0,UCI SMS Spam Collection,32,6,0,0,0
Ok ok take care. I can understand.,safe,Standard SMS,0,UCI SMS Spam Collection,34,7,0,0,0
"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",safe,Standard SMS,0,UCI SMS Spam Collection,153,26,0,0,0
"Ya ok, then had dinner?",safe,Standard SMS,0,UCI SMS Spam Collection,23,5,0,0,0
I was slept that time.you there?,safe,Standard SMS,0,UCI SMS Spam Collection,32,6,0,0,0
dont make ne plans for nxt wknd coz she wants us to come down then ok,safe,Standard SMS,0,UCI SMS Spam Collection,69,16,0,0,0
When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,safe,Standard SMS,0,UCI SMS Spam Collection,180,32,0,0,0
"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",safe,Standard SMS,0,UCI SMS Spam Collection,255,49,0,0,0
Noice. Text me when you're here,safe,Standard SMS,0,UCI SMS Spam Collection,31,6,0,0,0
Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,safe,Standard SMS,0,UCI SMS Spam Collection,59,12,1,0,0
Moby Pub Quiz.Win a Â£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP Â£1.50 008704050406 SP,scam,SMS Spam,1,UCI SMS Spam Collection,156,29,23,0,0
"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only Â£1.50/week. SavaMob - offers mobile!",scam,SMS Spam,1,UCI SMS Spam Collection,159,24,19,0,1
"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",safe,Standard SMS,0,UCI SMS Spam Collection,138,29,0,0,0
Hi dear we saw dear. We both are happy. Where you my battery is low,safe,Standard SMS,0,UCI SMS Spam Collection,67,15,0,0,0
How are you. Its been ages. How's abj,safe,Standard SMS,0,UCI SMS Spam Collection,37,8,0,0,0
Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,safe,Standard SMS,0,UCI SMS Spam Collection,122,22,0,0,0
Dont kick coco when he's down,safe,Standard SMS,0,UCI SMS Spam Collection,29,6,0,0,0
Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,safe,Standard SMS,0,UCI SMS Spam Collection,97,18,0,0,0
"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7",scam,SMS Spam,1,UCI SMS Spam Collection,148,26,14,0,1
TBS/PERSOLVO. been chasing us since Sept forÂ£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,scam,SMS Spam,1,UCI SMS Spam Collection,141,21,2,0,0
Hope youÂre not having too much fun without me!! see u tomorrow love jess x,safe,Standard SMS,0,UCI SMS Spam Collection,76,15,0,0,0
Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,safe,Standard SMS,0,UCI SMS Spam Collection,84,20,0,0,0
I've reached home n i bathe liao... U can call me now...,safe,Standard SMS,0,UCI SMS Spam Collection,56,12,0,0,0
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,scam,SMS Spam,1,UCI SMS Spam Collection,106,16,11,1,1
Was the actual exam harder than NBME,safe,Standard SMS,0,UCI SMS Spam Collection,36,7,0,0,0
A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,safe,Standard SMS,0,UCI SMS Spam Collection,84,17,0,0,0
87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,scam,SMS Spam,1,UCI SMS Spam Collection,114,25,16,0,0
Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,safe,Standard SMS,0,UCI SMS Spam Collection,96,20,0,0,0
Gam gone after outstanding innings.,safe,Standard SMS,0,UCI SMS Spam Collection,35,5,0,0,0
O i played smash bros  &lt;#&gt;  religiously.,safe,Standard SMS,0,UCI SMS Spam Collection,46,7,0,0,0
"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",safe,Standard SMS,0,UCI SMS Spam Collection,276,56,0,0,0
Hurry home. Soup is DONE!,safe,Standard SMS,0,UCI SMS Spam Collection,25,5,0,0,0
"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",safe,Standard SMS,0,UCI SMS Spam Collection,153,32,0,0,0
Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,safe,Standard SMS,0,UCI SMS Spam Collection,74,16,0,0,0
"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",scam,SMS Spam,1,UCI SMS Spam Collection,154,29,0,0,0
Lemme know when you're here,safe,Standard SMS,0,UCI SMS Spam Collection,27,5,0,0,0
